89,MIR137,1,Homo sapiens,9606,ENSG00000284202
90,ArgBP2,1,Homo sapiens,9606,ENSG00000154556
91,FN1,2,Homo sapiens,9606,ENSG00000115414
92,VCL,2,Homo sapiens,9606,ENSG00000035403
93,Vcl,2,Mus musculus,10090,ENSMUSG00000021823
94,AHA1,2,Saccharomyces cerevisiae,4932,YDR214W
95,APA1,1,Saccharomyces cerevisiae,4932,YCL050C
96,YNL077W,2,Saccharomyces cerevisiae,4932,YNL077W
97,ASK1,1,Saccharomyces cerevisiae,4932,YKL052C
98,BTN2,2,Saccharomyces cerevisiae,4932,YGR142W
99,BUD7,2,Saccharomyces cerevisiae,4932,YOR299W
100,CPR6,2,Saccharomyces cerevisiae,4932,YLR216C
101,CUE4,1,Saccharomyces cerevisiae,4932,YML101C
102,Cup1-2,1,Saccharomyces cerevisiae,4932,YHR055C
103,EFB1,1,Saccharomyces cerevisiae,4932,YAL003W
104,GPM1,1,Saccharomyces cerevisiae,4932,YKL152C
105,HCH1,2,Saccharomyces cerevisiae,4932,YNL281W
106,HEK2,1,Saccharomyces cerevisiae,4932,YBL032W
107,HOM2,1,Saccharomyces cerevisiae,4932,YDR158W
108,HOR7,2,Saccharomyces cerevisiae,4932,YMR251W-A
109,HSP104,2,Saccharomyces cerevisiae,4932,YLL026W
110,HSP12,2,Saccharomyces cerevisiae,4932,YFL014W
111,HSP26,2,Saccharomyces cerevisiae,4932,YBR072W
112,HSP42,2,Saccharomyces cerevisiae,4932,YDR171W
113,IRA2,2,Saccharomyces cerevisiae,4932,YOL081W
114,KAR2,2,Saccharomyces cerevisiae,4932,YJL034W
115,LST8,2,Saccharomyces cerevisiae,4932,YNL006W
116,REB1,1,Saccharomyces cerevisiae,4932,YBR049C
117,RIB1,1,Saccharomyces cerevisiae,4932,YBL033C
118,RPA14,1,Saccharomyces cerevisiae,4932,YDR156W
119,RPN4,2,Saccharomyces cerevisiae,4932,YDL020C
120,SFK1,1,Saccharomyces cerevisiae,4932,YKL051W
121,SIS1,2,Saccharomyces cerevisiae,4932,YNL007C
122,SNG1,2,Saccharomyces cerevisiae,4932,YGR197C
123,SNQ2,2,Saccharomyces cerevisiae,4932,YDR011W
124,SSA1,2,Saccharomyces cerevisiae,4932,YAL005C
125,SSA2,2,Saccharomyces cerevisiae,4932,YLL024C
126,SSA3,2,Saccharomyces cerevisiae,4932,YBL075C
127,SSA4,2,Saccharomyces cerevisiae,4932,YER103W
128,SSE1,2,Saccharomyces cerevisiae,4932,YPL106C
129,SSE2,2,Saccharomyces cerevisiae,4932,YBR169C
130,STI1,2,Saccharomyces cerevisiae,4932,YOR027W
131,TAD2,1,Saccharomyces cerevisiae,4932,YJL035C
132,TAH11,1,Saccharomyces cerevisiae,4932,YJR046W
133,TSL1,2,Saccharomyces cerevisiae,4932,YML100W
134,TYE7,2,Saccharomyces cerevisiae,4932,YOR344C
135,UBC4,2,Saccharomyces cerevisiae,4932,YBR082C
136,UBI4,2,Saccharomyces cerevisiae,4932,YLL039C
137,YBR051W,1,Saccharomyces cerevisiae,4932,YBR051W
138,YDJ1,2,Saccharomyces cerevisiae,4932,YNL064C
139,YDR010C,1,Saccharomyces cerevisiae,4932,YDR010C
140,YDR061W,1,Saccharomyces cerevisiae,4932,YDR061W
141,YDR154C,1,Saccharomyces cerevisiae,4932,YDR154C
142,YDR157W,1,Saccharomyces cerevisiae,4932,YDR157W
143,ECL1,1,Saccharomyces cerevisiae,4932,YGR146C
144,YPP1,1,Saccharomyces cerevisiae,4932,YGR198W
145,YGR210C,1,Saccharomyces cerevisiae,4932,YGR210C
146,YLL037W,1,Saccharomyces cerevisiae,4932,YLL037W
147,MTQ1,1,Saccharomyces cerevisiae,4932,YNL063W
148,YNL134C,1,Saccharomyces cerevisiae,4932,YNL134C
149,YOR300W,1,Saccharomyces cerevisiae,4932,YOR300W
150,CUR1,1,Saccharomyces cerevisiae,4932,YPR158W
151,ZPR1,1,Saccharomyces cerevisiae,4932,YGR211W
152,AHP1,2,Saccharomyces cerevisiae,4932,YLR109W
153,CPR1,2,Saccharomyces cerevisiae,4932,YDR155C
154,ZEO1,1,Saccharomyces cerevisiae,4932,YOL109W
155,CTH1,1,Saccharomyces cerevisiae,4932,YDR151C
156,ENO2,2,Saccharomyces cerevisiae,4932,YHR174W
157,ERO1,2,Saccharomyces cerevisiae,4932,YML130C
158,YBR101C,2,Saccharomyces cerevisiae,4932,YBR101C
159,FSH1,1,Saccharomyces cerevisiae,4932,YHR049W
160,GRE3,2,Saccharomyces cerevisiae,4932,YHR104W
161,HSP30,2,Saccharomyces cerevisiae,4932,YCR021C
162,PIB1,2,Saccharomyces cerevisiae,4932,YDR313C
163,PNC1,1,Saccharomyces cerevisiae,4932,YGL037C
164,SGT2,2,Saccharomyces cerevisiae,4932,YOR007C
165,UGP1,2,Saccharomyces cerevisiae,4932,YKL035W
166,VPS62,2,Saccharomyces cerevisiae,4932,YGR141W
167,RIE1,1,Saccharomyces cerevisiae,4932,YGR250C
168,POM33,1,Saccharomyces cerevisiae,4932,YLL023C
169,PER33,1,Saccharomyces cerevisiae,4932,YLR064W
170,YLR327C (TMA10),2,Saccharomyces cerevisiae,4932,YLR327C
171,EDC2,1,Saccharomyces cerevisiae,4932,YER035W
172,AFG3,1,Saccharomyces cerevisiae,4932,YER017C
173,BSC2,1,Saccharomyces cerevisiae,4932,YDR275W
174,DRE2,1,Saccharomyces cerevisiae,4932,YKR071C
175,EXG2,1,Saccharomyces cerevisiae,4932,YDR261C
176,GFD1,1,Saccharomyces cerevisiae,4932,YMR255W
177,ICY2,2,Saccharomyces cerevisiae,4932,YPL250C
178,ILS1,1,Saccharomyces cerevisiae,4932,YBL076C
179,NAT4,1,Saccharomyces cerevisiae,4932,YMR069W
180,PDR3,2,Saccharomyces cerevisiae,4932,YBL005W
181,PIN3,1,Saccharomyces cerevisiae,4932,YPR154W
182,PMA1,1,Saccharomyces cerevisiae,4932,YGL008C
183,PMC1,2,Saccharomyces cerevisiae,4932,YGL006W
184,PSF1,1,Saccharomyces cerevisiae,4932,YDR013W
185,REG2,1,Saccharomyces cerevisiae,4932,YBR050C
186,RNH202,1,Saccharomyces cerevisiae,4932,YDR279W
187,RPT2,1,Saccharomyces cerevisiae,4932,YDL007W
188,RTS3,1,Saccharomyces cerevisiae,4932,YGR161C
189,SCT1,1,Saccharomyces cerevisiae,4932,YBL011W
190,SKI6,1,Saccharomyces cerevisiae,4932,YGR195W
191,PMR1,1,Saccharomyces cerevisiae,4932,YGL167C
192,TDH3,2,Saccharomyces cerevisiae,4932,YGR192C
193,TEC1,1,Saccharomyces cerevisiae,4932,YBR083W
194,TPO1,1,Saccharomyces cerevisiae,4932,YLL028W
195,XKS1,1,Saccharomyces cerevisiae,4932,YGR194C
196,YAR1,1,Saccharomyces cerevisiae,4932,YPL239W
197,YBL073W,1,Saccharomyces cerevisiae,4932,YBL073W
198,RFS1,1,Saccharomyces cerevisiae,4932,YBR052C
199,ORC2,1,Saccharomyces cerevisiae,4932,YBR060C
200,YBR085C-A,1,Saccharomyces cerevisiae,4932,YBR085C-A
201,YBR116C,1,Saccharomyces cerevisiae,4932,YBR116C
202,TKL2,2,Saccharomyces cerevisiae,4932,YBR117C
203,TEF2,1,Saccharomyces cerevisiae,4932,YBR118W
204,FTH1,1,Saccharomyces cerevisiae,4932,YBR207W
205,RIF1,1,Saccharomyces cerevisiae,4932,YBR275C
206,KRR1,1,Saccharomyces cerevisiae,4932,YCL059C
207,UBX3,1,Saccharomyces cerevisiae,4932,YDL091C
208,YDL176W,1,Saccharomyces cerevisiae,4932,YDL176W
209,YDL177C,1,Saccharomyces cerevisiae,4932,YDL177C
210,YDL180W,1,Saccharomyces cerevisiae,4932,YDL180W
211,PAA1,1,Saccharomyces cerevisiae,4932,YDR071C
212,INO2,1,Saccharomyces cerevisiae,4932,YDR123C
213,YDR124W,1,Saccharomyces cerevisiae,4932,YDR124W
214,ARO1,1,Saccharomyces cerevisiae,4932,YDR127W
215,VPS61,1,Saccharomyces cerevisiae,4932,YDR136C
216,HPR1,1,Saccharomyces cerevisiae,4932,YDR138W
217,GIR2,1,Saccharomyces cerevisiae,4932,YDR152W
218,SEC1,1,Saccharomyces cerevisiae,4932,YDR164C
219,TRM82,1,Saccharomyces cerevisiae,4932,YDR165W
220,ATC1,1,Saccharomyces cerevisiae,4932,YDR184C
221,ATP17,1,Saccharomyces cerevisiae,4932,YDR377W
222,JIP4,1,Saccharomyces cerevisiae,4932,YDR475C
223,ARB1,1,Saccharomyces cerevisiae,4932,YER036C
224,PHM8,1,Saccharomyces cerevisiae,4932,YER037W
225,ACT1,1,Saccharomyces cerevisiae,4932,YFL039C
226,YGL006W-A,1,Saccharomyces cerevisiae,4932,YGL006W-A
227,YGL007C-A,1,Saccharomyces cerevisiae,4932,YGL007C-A
228,BRP1,1,Saccharomyces cerevisiae,4932,YGL007W
229,YGL036W,1,Saccharomyces cerevisiae,4932,YGL036W
230,ROG1,1,Saccharomyces cerevisiae,4932,YGL144C
231,CHO2,1,Saccharomyces cerevisiae,4932,YGR157W
232,SOL4,1,Saccharomyces cerevisiae,4932,YGR248W
233,MGA1,1,Saccharomyces cerevisiae,4932,YGR249W
234,NOP19,1,Saccharomyces cerevisiae,4932,YGR251W
235,KSP1,2,Saccharomyces cerevisiae,4932,YHR082C
236,SAM35,1,Saccharomyces cerevisiae,4932,YHR083W
237,YHR173C,1,Saccharomyces cerevisiae,4932,YHR173C
238,DAL7,1,Saccharomyces cerevisiae,4932,YIR031C
239,JEM1,2,Saccharomyces cerevisiae,4932,YJL073W
240,SMC3,1,Saccharomyces cerevisiae,4932,YJL074C
241,IML2,1,Saccharomyces cerevisiae,4932,YJL082W
242,RPA34,1,Saccharomyces cerevisiae,4932,YJL148W
243,STE24,1,Saccharomyces cerevisiae,4932,YJR117W
244,MRT4,1,Saccharomyces cerevisiae,4932,YKL009W
245,UFD4,2,Saccharomyces cerevisiae,4932,YKL010C
246,AIM26,1,Saccharomyces cerevisiae,4932,YKL037W
247,YKL123W,1,Saccharomyces cerevisiae,4932,YKL123W
248,SSH4,1,Saccharomyces cerevisiae,4932,YKL124W
249,YLR042C,1,Saccharomyces cerevisiae,4932,YLR042C
250,YLR108C,1,Saccharomyces cerevisiae,4932,YLR108C
251,LCB5,1,Saccharomyces cerevisiae,4932,YLR260W
252,GSP1,1,Saccharomyces cerevisiae,4932,YLR293C
253,KAP95,1,Saccharomyces cerevisiae,4932,YLR347C
254,YLR349W,1,Saccharomyces cerevisiae,4932,YLR349W
255,ISF1,1,Saccharomyces cerevisiae,4932,YMR081C
256,ILV2,1,Saccharomyces cerevisiae,4932,YMR108W
257,MMT1,1,Saccharomyces cerevisiae,4932,YMR177W
258,ROT1,1,Saccharomyces cerevisiae,4932,YMR200W
259,YMR253C,1,Saccharomyces cerevisiae,4932,YMR253C
260,ROY1,1,Saccharomyces cerevisiae,4932,YMR258C
261,NAF1,1,Saccharomyces cerevisiae,4932,YNL124W
262,ESBP6,2,Saccharomyces cerevisiae,4932,YNL125C
263,CSE2,1,Saccharomyces cerevisiae,4932,YNR010W
264,BSC5,1,Saccharomyces cerevisiae,4932,YNR069C
265,ATG19,1,Saccharomyces cerevisiae,4932,YOL082W
266,BSC6,1,Saccharomyces cerevisiae,4932,YOL137W
267,RTC1,1,Saccharomyces cerevisiae,4932,YOL138C
268,THI72,1,Saccharomyces cerevisiae,4932,YOR192C
269,HRK1,2,Saccharomyces cerevisiae,4932,YOR267C
270,AEP3,1,Saccharomyces cerevisiae,4932,YPL005W
271,SVL3,1,Saccharomyces cerevisiae,4932,YPL032C
272,YPL150W,1,Saccharomyces cerevisiae,4932,YPL150W
273,PRP46,1,Saccharomyces cerevisiae,4932,YPL151C
274,MRX4,1,Saccharomyces cerevisiae,4932,YPL168W
275,MEX67,1,Saccharomyces cerevisiae,4932,YPL169C
276,SPO24,1,Saccharomyces cerevisiae,4932,YPR036W-A
277,YPR038W,1,Saccharomyces cerevisiae,4932,YPR038W
278,YPR039W,1,Saccharomyces cerevisiae,4932,YPR039W
279,TIP41,1,Saccharomyces cerevisiae,4932,YPR040W
280,YPR174C,1,Saccharomyces cerevisiae,4932,YPR174C
281,DPB2,1,Saccharomyces cerevisiae,4932,YPR175W
282,YPR196W,1,Saccharomyces cerevisiae,4932,YPR196W
283,YDR170W-A,1,Saccharomyces cerevisiae,4932,YDR170W-A
284,NIS1,1,Saccharomyces cerevisiae,4932,YNL078W
285,MBF1,1,Saccharomyces cerevisiae,4932,YOR298C-A
286,MAK21,1,Saccharomyces cerevisiae,4932,YDR060W
287,YAL004W,1,Saccharomyces cerevisiae,4932,YAL004W
288,YLR217W,1,Saccharomyces cerevisiae,4932,YLR217W
289,ISA1,1,Saccharomyces cerevisiae,4932,YLL027W
290,UPC2,1,Saccharomyces cerevisiae,4932,YDR213W
291,TDA6,1,Saccharomyces cerevisiae,4932,YPR157W
292,GTO3,1,Saccharomyces cerevisiae,4932,YMR251W
293,POP3,1,Saccharomyces cerevisiae,4932,YNL282W
294,PAU17,1,Saccharomyces cerevisiae,4932,YLL025W
295,SPG4,1,Saccharomyces cerevisiae,4932,YMR107W
296,MET28,1,Saccharomyces cerevisiae,4932,YIR017C
297,STB5,1,Saccharomyces cerevisiae,4932,YHR178W
298,MAY24,1,Saccharomyces cerevisiae,4932,YPR153W
299,RPS8b,1,Saccharomyces cerevisiae,4932,YER102W
300,RAX1,1,Saccharomyces cerevisiae,4932,YOR301W
301,SDS23,1,Saccharomyces cerevisiae,4932,YGL056C
302,RTP1,1,Saccharomyces cerevisiae,4932,YMR185W
303,GRC3,1,Saccharomyces cerevisiae,4932,YLL035W
304,SPT7,1,Saccharomyces cerevisiae,4932,YBR081C
305,YMR245W,1,Saccharomyces cerevisiae,4932,YMR245W
306,GIC2,1,Saccharomyces cerevisiae,4932,YDR309C
307,AAC3,1,Saccharomyces cerevisiae,4932,YBR085W
308,HIF1,1,Saccharomyces cerevisiae,4932,YLL022C
309,DEP1,1,Saccharomyces cerevisiae,4932,YAL013W
310,HXT3,1,Saccharomyces cerevisiae,4932,YDR345C
311,YKR041W,1,Saccharomyces cerevisiae,4932,YKR041W
312,YAP6,1,Saccharomyces cerevisiae,4932,YDR259C
313,YBR071W,1,Saccharomyces cerevisiae,4932,YBR071W
314,BUB3,1,Saccharomyces cerevisiae,4932,YOR026W
315,ACC1,1,Saccharomyces cerevisiae,4932,YNR016C
316,YAP1801,2,Saccharomyces cerevisiae,4932,YHR161C
317,YGR050C,1,Saccharomyces cerevisiae,4932,YGR050C
318,YEL045C,1,Saccharomyces cerevisiae,4932,YEL045C
319,PUF3,1,Saccharomyces cerevisiae,4932,YLL013C
320,HHF1,1,Saccharomyces cerevisiae,4932,YBR009C
321,sgl,1,Drosophila melanogaster,7227,FBgn0010851
322,Taf7,1,Drosophila melanogaster,7227,FBgn0024909
323,CG11791,1,Drosophila melanogaster,7227,FBgn0039266
324,CG10286,1,Drosophila melanogaster,7227,FBgn0037439
325,MESR6,1,Drosophila melanogaster,7227,FBgn0036846
326,CG2182,1,Drosophila melanogaster,7227,FBgn0037360
327,CG32041,1,Drosophila melanogaster,7227,FBgn0052041
328,CG1553,1,Drosophila melanogaster,7227,FBgn0033224
329,CG8258,1,Drosophila melanogaster,7227,FBgn0033342
330,Fer1HCH,1,Drosophila melanogaster,7227,FBgn0015222
331,Rab35,1,Drosophila melanogaster,7227,FBgn0031090
332,CG33144,1,Drosophila melanogaster,7227,FBgn0053144
333,CG9705,1,Drosophila melanogaster,7227,FBgn0036661
334,CG13213,1,Drosophila melanogaster,7227,FBgn0033609
335,RNaseX25,1,Drosophila melanogaster,7227,FBgn0010406
336,CG3428,1,Drosophila melanogaster,7227,FBgn0036005
337,CG3016,1,Drosophila melanogaster,7227,FBgn0029819
338,CG6437,1,Drosophila melanogaster,7227,FBgn0034690
339,Rpn6,1,Drosophila melanogaster,7227,FBgn0028689
340,CG10600,1,Drosophila melanogaster,7227,FBgn0032717
341,Cyp1,1,Drosophila melanogaster,7227,FBgn0004432
342,CG7945,1,Drosophila melanogaster,7227,FBgn0036505
343,CG31536,1,Drosophila melanogaster,7227,FBgn0051536
344,l(1)G0331,1,Drosophila melanogaster,7227,FBgn0029944
345,Sir2,1,Drosophila melanogaster,7227,FBgn0024291
346,CG33111,1,Drosophila melanogaster,7227,FBgn0053111
347,CG8351,1,Drosophila melanogaster,7227,FBgn0037632
348,Trap36,1,Drosophila melanogaster,7227,FBgn0035754
349,CG8806,1,Drosophila melanogaster,7227,FBgn0033413
350,Hsc70-5,1,Drosophila melanogaster,7227,FBgn0001220
351,CG10084,1,Drosophila melanogaster,7227,FBgn0032794
352,sra,1,Drosophila melanogaster,7227,FBgn0020250
353,CG17293,1,Drosophila melanogaster,7227,FBgn0032030
354,CG10576,1,Drosophila melanogaster,7227,FBgn0035630
355,CG1416,1,Drosophila melanogaster,7227,FBgn0032961
356,Xbp1,1,Drosophila melanogaster,7227,FBgn0021872
357,CG12311,1,Drosophila melanogaster,7227,FBgn0025618
358,Karybeta3,1,Drosophila melanogaster,7227,FBgn0011341
359,CG11166,1,Drosophila melanogaster,7227,FBgn0033166
360,Hsc70Cb,1,Drosophila melanogaster,7227,FBgn0026418
361,CG3362,1,Drosophila melanogaster,7227,FBgn0034988
362,EP2237,1,Drosophila melanogaster,7227,FBgn0043364
363,TfIIEalpha,1,Drosophila melanogaster,7227,FBgn0015828
364,FKBP59,1,Drosophila melanogaster,7227,FBgn0029174
365,tkv,1,Drosophila melanogaster,7227,FBgn0003716
366,alphaCop,1,Drosophila melanogaster,7227,FBgn0025725
367,CG9636,1,Drosophila melanogaster,7227,FBgn0037556
368,CG5991,1,Drosophila melanogaster,7227,FBgn0039143
369,CG5290,1,Drosophila melanogaster,7227,FBgn0036772
370,roX1,1,Drosophila melanogaster,7227,FBgn0019661
371,DnaJ-1,1,Drosophila melanogaster,7227,FBgn0015657
372,CG5862,1,Drosophila melanogaster,7227,FBgn0038868
373,CG15445,1,Drosophila melanogaster,7227,FBgn0031161
374,CG10077,1,Drosophila melanogaster,7227,FBgn0035720
375,Hsp27,1,Drosophila melanogaster,7227,FBgn0001226
376,Arf79F,1,Drosophila melanogaster,7227,FBgn0010348
377,Hsp23,1,Drosophila melanogaster,7227,FBgn0001224
378,CG17834,1,Drosophila melanogaster,7227,FBgn0028394
379,l(2)08717,1,Drosophila melanogaster,7227,FBgn0010651
380,G-ialpha65A,1,Drosophila melanogaster,7227,FBgn0001104
381,eIF-5C,1,Drosophila melanogaster,7227,FBgn0037346
382,CG1103,1,Drosophila melanogaster,7227,FBgn0037235
383,CG32649,1,Drosophila melanogaster,7227,FBgn0052649
384,Hsp60,1,Drosophila melanogaster,7227,FBgn0015245
385,CG3488,1,Drosophila melanogaster,7227,FBgn0014906
386,CG6020,1,Drosophila melanogaster,7227,FBgn0037001
387,Lrr47,1,Drosophila melanogaster,7227,FBgn0010398
388,Pdk,1,Drosophila melanogaster,7227,FBgn0017558
389,CG17807,1,Drosophila melanogaster,7227,FBgn0034748
390,CG5537,1,Drosophila melanogaster,7227,FBgn0035639
391,CG12200,1,Drosophila melanogaster,7227,FBgn0031018
392,CG11844,1,Drosophila melanogaster,7227,FBgn0046214
393,Actr13E,1,Drosophila melanogaster,7227,FBgn0011741
394,l(1)G0022,1,Drosophila melanogaster,7227,FBgn0030681
395,CG6792,1,Drosophila melanogaster,7227,FBgn0032401
396,Sb,1,Drosophila melanogaster,7227,FBgn0003319
397,Cctgamma,1,Drosophila melanogaster,7227,FBgn0015019
398,dmt,1,Drosophila melanogaster,7227,FBgn0016792
399,CG11455,1,Drosophila melanogaster,7227,FBgn0031228
400,scylla,1,Drosophila melanogaster,7227,FBgn0041094
401,CG11490,1,Drosophila melanogaster,7227,FBgn0031233
402,grp,1,Drosophila melanogaster,7227,FBgn0011598
403,PNUTS,1,Drosophila melanogaster,7227,FBgn0051657
404,Pgi,1,Drosophila melanogaster,7227,FBgn0003074
405,CG32920,1,Drosophila melanogaster,7227,FBgn0052920
406,Su(dx),1,Drosophila melanogaster,7227,FBgn0003557
407,CG17294,1,Drosophila melanogaster,7227,FBgn0032032
408,CG3223,1,Drosophila melanogaster,7227,FBgn0037538
409,CG8297,1,Drosophila melanogaster,7227,FBgn0034050
410,Iap2,1,Drosophila melanogaster,7227,FBgn0015247
411,CG8863,1,Drosophila melanogaster,7227,FBgn0038145
412,CG32486,1,Drosophila melanogaster,7227,FBgn0052486
413,CG7955,1,Drosophila melanogaster,7227,FBgn0035244
414,CG6785,1,Drosophila melanogaster,7227,FBgn0032399
415,Adk2,1,Drosophila melanogaster,7227,FBgn0022708
416,CG33097,1,Drosophila melanogaster,7227,FBgn0053097
417,CG2918,1,Drosophila melanogaster,7227,FBgn0023529
418,dnt,1,Drosophila melanogaster,7227,FBgn0024245
419,CG4186,1,Drosophila melanogaster,7227,FBgn0040634
420,sktl,1,Drosophila melanogaster,7227,FBgn0016984
421,CG2789,1,Drosophila melanogaster,7227,FBgn0031263
422,Hrb98DE,1,Drosophila melanogaster,7227,FBgn0001215
423,CG3680,1,Drosophila melanogaster,7227,FBgn0037027
424,CG4882,1,Drosophila melanogaster,7227,FBgn0025336
425,CG5295,1,Drosophila melanogaster,7227,FBgn0036449
426,Sep-05,1,Drosophila melanogaster,7227,FBgn0026361
427,Dak1,1,Drosophila melanogaster,7227,FBgn0028833
428,CG17919,1,Drosophila melanogaster,7227,FBgn0037433
429,Mlf,1,Drosophila melanogaster,7227,FBgn0034051
430,CG10433,1,Drosophila melanogaster,7227,FBgn0034638
431,Tom34,1,Drosophila melanogaster,7227,FBgn0010812
432,Acon,1,Drosophila melanogaster,7227,FBgn0010100
433,CG3704,1,Drosophila melanogaster,7227,FBgn0040346
434,CG3793,1,Drosophila melanogaster,7227,FBgn0028507
435,CG4619,1,Drosophila melanogaster,7227,FBgn0032166
436,CG11100,1,Drosophila melanogaster,7227,FBgn0037207
